front-end
1 (20, 0.047093060779738405)
2 (5, 0.04265653301849)
3 (3, 0.03349854275494934)
4 (4, 0.03349854275494934)
5 (6, 0.03349854275494934)
6 (7, 0.03349854275494934)
7 (8, 0.03349854275494934)
8 (9, 0.03349854275494934)
9 (11, 0.03349854275494934)
10 (12, 0.03349854275494934)
11 (13, 0.03349854275494934)
12 (14, 0.03349854275494934)
13 (15, 0.03349854275494934)
14 (16, 0.03349854275494934)
15 (17, 0.03349854275494934)
16 (18, 0.03349854275494934)
17 (19, 0.03349854275494934)
18 (21, 0.03349854275494934)
19 (22, 0.03349854275494934)
20 (23, 0.03349854275494934)
21 (24, 0.03349854275494934)
22 (26, 0.03349854275494934)
23 (27, 0.03349854275494934)
24 (28, 0.03349854275494934)
25 (29, 0.03349854275494934)
26 (30, 0.03349854275494934)
27 (31, 0.03349854275494934)
28 (32, 0.03349854275494934)
29 (25, 0.014467706417826888)
30 (0, 0.009746243915534645)
31 (1, 0.005024781413242401)
32 (2, 0.005024781413242401)
33 (10, 0.005024781413242401)
front-end
1 (20, 0.05787693217299046)
2 (27, 0.04699954293290987)
3 (25, 0.042326418924348595)
4 (14, 0.03984195862305017)
5 (10, 0.039475283474262296)
6 (32, 0.03903533020564693)
7 (31, 0.039012817172920426)
8 (22, 0.03877387032775752)
9 (15, 0.03718973718811085)
10 (3, 0.03658706503895608)
11 (4, 0.03658706503895608)
12 (6, 0.03658706503895608)
13 (8, 0.03658706503895608)
14 (9, 0.03658706503895608)
15 (11, 0.03658706503895608)
16 (12, 0.03658706503895608)
17 (13, 0.03658706503895608)
18 (18, 0.03658706503895608)
19 (19, 0.03658706503895608)
20 (21, 0.03658706503895608)
21 (23, 0.03658706503895608)
22 (24, 0.03658706503895608)
23 (26, 0.03658706503895608)
24 (30, 0.03658706503895608)
25 (5, 0.01714709728313812)
26 (28, 0.008400501570195461)
27 (0, 0.008350608873521266)
28 (2, 0.007444273158696664)
29 (29, 0.007367413484736413)
30 (1, 0.005488059755843413)
31 (7, 0.005488059755843413)
32 (16, 0.005488059755843413)
33 (17, 0.005488059755843413)
front-end
1 (20, 0.06656081817069034)
2 (25, 0.06206327043736766)
3 (31, 0.06154274110435748)
4 (27, 0.05470082973161903)
5 (23, 0.04766840845812595)
6 (11, 0.0457810998093363)
7 (8, 0.044552848909583276)
8 (14, 0.04396023384670399)
9 (15, 0.041632590206018796)
10 (6, 0.04151712158969881)
11 (3, 0.04069906775078328)
12 (4, 0.04069906775078328)
13 (12, 0.04069906775078328)
14 (13, 0.04069906775078328)
15 (18, 0.04069906775078328)
16 (19, 0.04069906775078328)
17 (21, 0.04069906775078328)
18 (26, 0.04069906775078328)
19 (30, 0.04069906775078328)
20 (5, 0.019623339975765083)
21 (32, 0.015213533779086397)
22 (28, 0.00974407257826786)
23 (0, 0.009245369060860978)
24 (10, 0.009130723457823063)
25 (22, 0.008602231565041564)
26 (2, 0.0073963955589423725)
27 (29, 0.0073680266946246865)
28 (9, 0.006880434495949392)
29 (1, 0.0061048601626174925)
30 (7, 0.0061048601626174925)
31 (16, 0.0061048601626174925)
32 (17, 0.0061048601626174925)
33 (24, 0.0061048601626174925)
front-end
front-end
front-end
1 (25, 0.06135540389339349)
2 (14, 0.04081885010632018)
3 (22, 0.03659713863593301)
4 (29, 0.03654546460917184)
5 (3, 0.03493805839753836)
6 (4, 0.03493805839753836)
7 (6, 0.03493805839753836)
8 (7, 0.03493805839753836)
9 (8, 0.03493805839753836)
10 (9, 0.03493805839753836)
11 (11, 0.03493805839753836)
12 (12, 0.03493805839753836)
13 (13, 0.03493805839753836)
14 (15, 0.03493805839753836)
15 (16, 0.03493805839753836)
16 (18, 0.03493805839753836)
17 (19, 0.03493805839753836)
18 (21, 0.03493805839753836)
19 (23, 0.03493805839753836)
20 (24, 0.03493805839753836)
21 (26, 0.03493805839753836)
22 (27, 0.03493805839753836)
23 (28, 0.03493805839753836)
24 (30, 0.03493805839753836)
25 (31, 0.03493805839753836)
26 (32, 0.03493805839753836)
27 (20, 0.012550870505958977)
28 (5, 0.011856976409970467)
29 (2, 0.00916468541278372)
30 (0, 0.006751199401732284)
31 (1, 0.0052407087596307534)
32 (10, 0.0052407087596307534)
33 (17, 0.0052407087596307534)
front-end
1 (25, 0.041242122321540176)
2 (2, 0.034844853533352586)
3 (20, 0.034384332835587963)
4 (0, 0.03240541680544697)
5 (1, 0.03240541680544697)
6 (3, 0.03240541680544697)
7 (4, 0.03240541680544697)
8 (5, 0.03240541680544697)
9 (6, 0.03240541680544697)
10 (7, 0.03240541680544697)
11 (8, 0.03240541680544697)
12 (9, 0.03240541680544697)
13 (11, 0.03240541680544697)
14 (12, 0.03240541680544697)
15 (13, 0.03240541680544697)
16 (14, 0.03240541680544697)
17 (15, 0.03240541680544697)
18 (18, 0.03240541680544697)
19 (19, 0.03240541680544697)
20 (21, 0.03240541680544697)
21 (22, 0.03240541680544697)
22 (23, 0.03240541680544697)
23 (24, 0.03240541680544697)
24 (26, 0.03240541680544697)
25 (27, 0.03240541680544697)
26 (28, 0.03240541680544697)
27 (29, 0.03240541680544697)
28 (30, 0.03240541680544697)
29 (31, 0.03240541680544697)
30 (32, 0.03240541680544697)
31 (10, 0.0048608125208170466)
32 (16, 0.0048608125208170466)
33 (17, 0.0048608125208170466)
front-end
1 (20, 0.07170840311422669)
2 (25, 0.06964786078058345)
3 (10, 0.05858729085605368)
4 (31, 0.0537657502167972)
5 (14, 0.04188660978842328)
6 (6, 0.04164415307086387)
7 (9, 0.04141003222195291)
