front-end
1 (22, 0.12060878466721868)
2 (15, 0.08175514084941025)
3 (5, 0.06662495381202013)
4 (0, 0.05470509996072557)
5 (34, 0.04783685736833584)
6 (23, 0.042002444661323336)
7 (24, 0.04189252631568294)
8 (9, 0.04016288537765633)
9 (19, 0.04016288537765633)
10 (32, 0.03629669593662414)
11 (18, 0.03616634142470477)
12 (16, 0.03596951920531626)
13 (30, 0.03569682205335604)
14 (3, 0.03464388690238548)
15 (4, 0.03464388690238548)
16 (13, 0.03464388690238548)
17 (27, 0.03464388690238548)
18 (29, 0.03464388690238548)
19 (26, 0.030274308046866916)
20 (35, 0.012384699512930274)
21 (7, 0.011997310971743879)
22 (2, 0.009506236329991587)
23 (8, 0.008938586628573964)
24 (21, 0.008491344827447787)
25 (25, 0.006818204520337407)
26 (11, 0.006188875199002585)
27 (31, 0.005530795122927155)
28 (1, 0.005196583035357823)
29 (6, 0.005196583035357823)
30 (10, 0.005196583035357823)
31 (12, 0.005196583035357823)
32 (14, 0.005196583035357823)
33 (17, 0.005196583035357823)
34 (20, 0.005196583035357823)
35 (28, 0.005196583035357823)
36 (33, 0.005196583035357823)
front-end
1 (26, 0.030723692313978767)
2 (7, 0.02965311775074553)
3 (0, 0.02834459094827378)
4 (1, 0.02834459094827378)
5 (2, 0.02834459094827378)
6 (3, 0.02834459094827378)
7 (4, 0.02834459094827378)
8 (5, 0.02834459094827378)
9 (6, 0.02834459094827378)
10 (8, 0.02834459094827378)
11 (9, 0.02834459094827378)
12 (10, 0.02834459094827378)
13 (11, 0.02834459094827378)
14 (12, 0.02834459094827378)
15 (13, 0.02834459094827378)
16 (14, 0.02834459094827378)
17 (15, 0.02834459094827378)
18 (16, 0.02834459094827378)
19 (17, 0.02834459094827378)
20 (18, 0.02834459094827378)
21 (19, 0.02834459094827378)
22 (20, 0.02834459094827378)
23 (21, 0.02834459094827378)
24 (22, 0.02834459094827378)
25 (23, 0.02834459094827378)
26 (24, 0.02834459094827378)
27 (25, 0.02834459094827378)
28 (27, 0.02834459094827378)
29 (28, 0.02834459094827378)
30 (29, 0.02834459094827378)
31 (30, 0.02834459094827378)
32 (31, 0.02834459094827378)
33 (32, 0.02834459094827378)
34 (34, 0.02834459094827378)
35 (35, 0.02834459094827378)
36 (33, 0.004251688642241068)
front-end
1 (26, 0.04524263900596564)
2 (5, 0.04052988843900952)
3 (13, 0.03746161532518686)
4 (23, 0.03671679138839054)
5 (11, 0.03631613812404066)
6 (21, 0.03616460566697662)
7 (30, 0.03381022472138798)
8 (15, 0.033423710330986574)
9 (1, 0.03258733506295153)
10 (3, 0.03258733506295153)
11 (4, 0.03258733506295153)
12 (6, 0.03258733506295153)
13 (9, 0.03258733506295153)
14 (10, 0.03258733506295153)
15 (12, 0.03258733506295153)
16 (16, 0.03258733506295153)
17 (18, 0.03258733506295153)
18 (19, 0.03258733506295153)
19 (20, 0.03258733506295153)
20 (22, 0.03258733506295153)
21 (24, 0.03258733506295153)
22 (25, 0.03258733506295153)
23 (27, 0.03258733506295153)
24 (28, 0.03258733506295153)
25 (29, 0.03258733506295153)
26 (32, 0.03258733506295153)
27 (34, 0.03258733506295153)
28 (35, 0.03258733506295153)
29 (2, 0.011576539244895788)
30 (7, 0.006707428140314439)
31 (0, 0.005564594235218417)
32 (31, 0.005186723080825398)
33 (8, 0.00488810025944273)
34 (14, 0.00488810025944273)
35 (17, 0.00488810025944273)
36 (33, 0.00488810025944273)
front-end
1 (26, 0.12505326776264897)
2 (5, 0.0651661964469722)
3 (27, 0.05999176321834309)
4 (24, 0.05616022985209749)
5 (7, 0.049416874686315)
6 (30, 0.04684084206205856)
7 (4, 0.04557097724313544)
8 (10, 0.04557097724313544)
9 (20, 0.04557097724313544)
10 (35, 0.04557097724313544)
11 (15, 0.04364928110705078)
12 (6, 0.0417628789892937)
13 (32, 0.04142818920453436)
14 (14, 0.03965072853477186)
15 (13, 0.03962392925240283)
16 (22, 0.038695971189041264)
17 (0, 0.027764757526822087)
18 (25, 0.013835505096587519)
19 (21, 0.012862551221059797)
20 (2, 0.011192882291707907)
21 (8, 0.011052104064706065)
22 (23, 0.008414492037933409)
23 (28, 0.007943711630027425)
24 (11, 0.006726532111180299)
25 (31, 0.006223565368772742)
26 (12, 0.006215880589568825)
27 (1, 0.005804395678356191)
28 (3, 0.005804395678356191)
29 (9, 0.005804395678356191)
30 (16, 0.005804395678356191)
31 (17, 0.005804395678356191)
32 (18, 0.005804395678356191)
33 (19, 0.005804395678356191)
34 (29, 0.005804395678356191)
35 (33, 0.005804395678356191)
36 (34, 0.005804395678356191)
front-end
1 (5, 0.08461821493209955)
2 (27, 0.04926546617368871)
3 (7, 0.049037184319041104)
4 (24, 0.0474149114708538)
5 (29, 0.04513420402887606)
6 (23, 0.043817773142975844)
7 (3, 0.0436547602577107)
8 (19, 0.0436547602577107)
9 (34, 0.0436547602577107)
10 (32, 0.04182451435175298)
11 (0, 0.03921576644547671)
12 (6, 0.0372764725233649)
13 (9, 0.0372764725233649)
14 (10, 0.0372764725233649)
15 (12, 0.0372764725233649)
16 (13, 0.0372764725233649)
17 (14, 0.0372764725233649)
18 (16, 0.0372764725233649)
19 (18, 0.0372764725233649)
20 (22, 0.0372764725233649)
21 (26, 0.02708256528553319)
22 (15, 0.016283753086773222)
23 (11, 0.009225016682432603)
24 (25, 0.008887348726254136)
25 (21, 0.008552370837448434)
26 (30, 0.0068882447782700204)
27 (31, 0.005976894348564908)
28 (1, 0.005591470878504736)
29 (2, 0.005591470878504736)
