2023-03-14 15:51:33
0
1
front-end
1 (16, 0.07940454986170581)
2 (5, 0.07898571111326515)
3 (32, 0.07880764471410807)
4 (0, 0.07799600334211561)
5 (6, 0.07453721128814311)
6 (15, 0.07129180128258472)
7 (4, 0.0710243152468152)
8 (13, 0.0707722074823328)
9 (14, 0.06555664277120433)
10 (3, 0.05860503335737426)
11 (9, 0.04034939641550041)
12 (22, 0.03559261680687762)
13 (34, 0.03540201536230414)
14 (35, 0.033875233092981384)
15 (29, 0.014844481696868509)
16 (24, 0.008693421240093247)
17 (26, 0.008475449536270378)
18 (19, 0.008455933780136305)
19 (30, 0.007268249587707552)
20 (12, 0.006156815302428965)
21 (21, 0.005594577660214648)
22 (27, 0.0055188636143255485)
23 (28, 0.005274789391933065)
24 (23, 0.004806469719120546)
25 (11, 0.004801682275153139)
26 (2, 0.004718183385007949)
27 (25, 0.004644305217201892)
28 (7, 0.004465767666780169)
29 (20, 0.004435765024282885)
30 (10, 0.0043822270847843296)
31 (17, 0.004316864249611922)
32 (31, 0.004279104764099612)
33 (1, 0.0041666666666666675)
34 (8, 0.0041666666666666675)
35 (18, 0.0041666666666666675)
36 (33, 0.0041666666666666675)
2
front-end
1 (16, 0.16408678928390533)
2 (12, 0.10594469937255609)
3 (6, 0.092029486666947)
4 (3, 0.08280659395707157)
5 (4, 0.07925100415546404)
6 (13, 0.04476753056720915)
7 (24, 0.03996347355804305)
8 (27, 0.03853598310813892)
9 (22, 0.03595340528785971)
10 (14, 0.03530416175036121)
11 (34, 0.029914795923662064)
12 (19, 0.024550860404135393)
13 (0, 0.023784160499787047)
14 (32, 0.021985428845532173)
15 (20, 0.020004850887425693)
16 (35, 0.019819442086074147)
17 (29, 0.015217616909101327)
18 (5, 0.012161521904141475)
19 (9, 0.011065999856219236)
20 (30, 0.009732640955872125)
21 (26, 0.009671175154354185)
22 (15, 0.008306742142377465)
23 (21, 0.006788169866419204)
24 (25, 0.006321562119121133)
25 (7, 0.006029982571334522)
26 (11, 0.005636643122366299)
