2023-03-14 08:51:29
0
1
front-end
1 (14, 0.09397570181133427)
2 (31, 0.05193497957306371)
3 (20, 0.050260475621786475)
4 (21, 0.04030873785465155)
5 (17, 0.03968918926129553)
6 (22, 0.03896681816334921)
7 (6, 0.03707388591990233)
8 (8, 0.03707388591990233)
9 (9, 0.03707388591990233)
10 (11, 0.03707388591990233)
11 (12, 0.03707388591990233)
12 (13, 0.03707388591990233)
13 (15, 0.03707388591990233)
14 (18, 0.03707388591990233)
15 (19, 0.03707388591990233)
16 (23, 0.03707388591990233)
17 (24, 0.03707388591990233)
18 (26, 0.03707388591990233)
19 (27, 0.03707388591990233)
20 (28, 0.03707388591990233)
21 (30, 0.03707388591990233)
22 (25, 0.03704432335668794)
23 (0, 0.022736009575742237)
24 (10, 0.009888378029638802)
25 (32, 0.008728746788548342)
26 (5, 0.008503529292404641)
27 (29, 0.00848832454505014)
28 (1, 0.0055610828879853495)
29 (2, 0.0055610828879853495)
30 (3, 0.0055610828879853495)
31 (4, 0.0055610828879853495)
32 (7, 0.0055610828879853495)
33 (16, 0.0055610828879853495)
2
front-end
1 (17, 0.10609265243531735)
2 (21, 0.05644200208430872)
3 (14, 0.051441436927996784)
4 (31, 0.04556696361967426)
5 (20, 0.04201022990396583)
6 (22, 0.0392511970646929)
7 (3, 0.03758818552065736)
8 (4, 0.03758818552065736)
9 (6, 0.03758818552065736)
10 (8, 0.03758818552065736)
11 (9, 0.03758818552065736)
12 (11, 0.03758818552065736)
13 (13, 0.03758818552065736)
14 (15, 0.03758818552065736)
15 (18, 0.03758818552065736)
16 (19, 0.03758818552065736)
17 (26, 0.03758818552065736)
18 (27, 0.03758818552065736)
19 (28, 0.03758818552065736)
20 (30, 0.03758818552065736)
21 (25, 0.030737202300276927)
22 (23, 0.01786001193070581)
23 (0, 0.011584174955911323)
24 (2, 0.011584174955911323)
25 (24, 0.011584174955911323)
26 (29, 0.008796425521342669)
27 (10, 0.006985389086189966)
28 (1, 0.0056382278280986044)
29 (5, 0.0056382278280986044)
30 (7, 0.0056382278280986044)
31 (12, 0.0056382278280986044)
32 (16, 0.0056382278280986044)
33 (32, 0.0056382278280986044)
3
front-end
1 (30, 0.07352355861149158)
2 (6, 0.07170187049409325)
3 (9, 0.07138703672743187)
4 (8, 0.07065350631785988)
5 (26, 0.06937190749457706)
6 (18, 0.06838687286075874)
7 (13, 0.06751894453836961)
8 (19, 0.06318978172970567)
9 (12, 0.0607017115200834)
10 (24, 0.05620750123553473)
11 (11, 0.053486007217523515)
12 (15, 0.050446559748514114)
13 (23, 0.04022620373147121)
14 (21, 0.034361248529766845)
15 (32, 0.01653367821074073)
16 (4, 0.014314060489599847)
17 (28, 0.013010517179054357)
18 (31, 0.01192600821368335)
19 (5, 0.011698804923101772)
20 (3, 0.00947407013671791)
21 (0, 0.007890097918223305)
22 (2, 0.007030579916968914)
23 (27, 0.007015563120980698)
24 (25, 0.0061848796647823254)
25 (14, 0.005390973581528752)
26 (20, 0.005268099115675811)
27 (22, 0.0050996344396511545)
28 (17, 0.004916585021906837)
29 (29, 0.004743039724999848)
30 (10, 0.004704333948839242)
31 (1, 0.004545454545454546)
32 (7, 0.004545454545454546)
33 (16, 0.004545454545454546)
4
front-end
1 (9, 0.07300324746749431)
2 (30, 0.07252929024605892)
3 (8, 0.07245296935266428)
4 (6, 0.0711112431844034)
5 (26, 0.06683549679863673)
6 (18, 0.06579224798964137)
7 (13, 0.06371108595672824)
8 (12, 0.0629588296845383)
9 (19, 0.06144113342946319)
10 (21, 0.06123112955838714)
11 (24, 0.05387451264594108)
12 (11, 0.05039833798236493)
13 (23, 0.03474030679181576)
14 (15, 0.032889046557817596)
15 (28, 0.019769842492846173)
16 (31, 0.017045612330039178)
17 (27, 0.01399535191531558)
18 (3, 0.012105482640705264)
19 (5, 0.01161170772046113)
20 (32, 0.008440414943814558)
21 (2, 0.00783629142691901)
22 (0, 0.007746307084543485)
23 (4, 0.007680468230143837)
24 (25, 0.00641381697192697)
25 (20, 0.005584199248134277)
26 (22, 0.005472825892919411)
27 (17, 0.0050588013633982454)
28 (14, 0.004962668649081553)
29 (10, 0.004870062539930085)
30 (29, 0.004800905267502344)
31 (1, 0.004545454545454546)
32 (7, 0.004545454545454546)
33 (16, 0.004545454545454546)
5
front-end
1 (18, 0.10864934211571672)
2 (3, 0.0823581554675539)
3 (25, 0.0635948257894728)
4 (23, 0.06134425192232153)
5 (21, 0.05265212041706288)
6 (8, 0.045565811026340414)
7 (14, 0.042562770583262924)
8 (22, 0.04150607328878874)
9 (11, 0.04047791872338309)
10 (26, 0.039745643130391986)
11 (4, 0.03941380169082992)
12 (6, 0.039120940925468785)
13 (19, 0.039120940925468785)
14 (27, 0.039120940925468785)
15 (28, 0.039120940925468785)
16 (0, 0.030618292452060842)
17 (31, 0.03051905592094122)
18 (5, 0.021911369251766673)
19 (32, 0.019124182306284026)
20 (24, 0.014082258509554113)
21 (12, 0.01231301123969194)
22 (30, 0.01231301123969194)
23 (20, 0.01213296294046837)
24 (29, 0.010747622769659857)
25 (10, 0.009291462629058906)
26 (17, 0.008828901838884169)
27 (2, 0.008554544212015859)
28 (1, 0.0058681411388203175)
29 (7, 0.0058681411388203175)
30 (9, 0.0058681411388203175)
31 (13, 0.0058681411388203175)
32 (15, 0.0058681411388203175)
33 (16, 0.0058681411388203175)
6
front-end
1 (15, 0.07571572839078479)
2 (8, 0.07368662032083426)
3 (6, 0.07149283545129763)
4 (9, 0.07028031808764355)
5 (26, 0.06773136985640224)
