front-end
1 (20, 0.05517601277564182)
2 (25, 0.048752984875558736)
3 (10, 0.048733056615751606)
4 (27, 0.04225403575849057)
5 (22, 0.03947032058321545)
6 (1, 0.03661362464749633)
7 (3, 0.03661362464749633)
8 (4, 0.03661362464749633)
9 (6, 0.03661362464749633)
10 (8, 0.03661362464749633)
11 (9, 0.03661362464749633)
12 (11, 0.03661362464749633)
13 (12, 0.03661362464749633)
14 (13, 0.03661362464749633)
15 (15, 0.03661362464749633)
16 (18, 0.03661362464749633)
17 (19, 0.03661362464749633)
18 (21, 0.03661362464749633)
19 (23, 0.03661362464749633)
20 (24, 0.03661362464749633)
21 (26, 0.03661362464749633)
22 (30, 0.03661362464749633)
23 (31, 0.03661362464749633)
24 (32, 0.03661362464749633)
25 (5, 0.016637571116500504)
26 (14, 0.009178513737565053)
27 (2, 0.007728650139296279)
28 (29, 0.007420499829946656)
29 (0, 0.007021311477105399)
30 (7, 0.0054920436971244505)
31 (16, 0.0054920436971244505)
32 (17, 0.0054920436971244505)
33 (28, 0.0054920436971244505)
front-end
1 (20, 0.05674589636744985)
2 (10, 0.05246384128279517)
3 (25, 0.04282752990629063)
4 (28, 0.042242626608148745)
5 (22, 0.038793031597768354)
6 (32, 0.03785214381301377)
7 (3, 0.03660490500832391)
8 (4, 0.03660490500832391)
9 (6, 0.03660490500832391)
10 (8, 0.03660490500832391)
11 (9, 0.03660490500832391)
12 (11, 0.03660490500832391)
13 (12, 0.03660490500832391)
14 (13, 0.03660490500832391)
15 (15, 0.03660490500832391)
16 (18, 0.03660490500832391)
17 (19, 0.03660490500832391)
18 (21, 0.03660490500832391)
19 (23, 0.03660490500832391)
20 (24, 0.03660490500832391)
21 (26, 0.03660490500832391)
22 (27, 0.03660490500832391)
23 (30, 0.03660490500832391)
24 (31, 0.03660490500832391)
25 (5, 0.015526694391845024)
26 (14, 0.011036809521057598)
27 (2, 0.007535367757969257)
28 (29, 0.007385939094141302)
29 (0, 0.006738886504695742)
30 (1, 0.005490735751248586)
31 (7, 0.005490735751248586)
32 (16, 0.005490735751248586)
33 (17, 0.005490735751248586)
front-end
1 (18, 0.0819946141556636)
2 (24, 0.07854530721233664)
3 (19, 0.07554449929597275)
4 (23, 0.07510803815634985)
5 (26, 0.07192459834465237)
6 (30, 0.07043297137093005)
7 (21, 0.06808286855754361)
8 (12, 0.06552075283379809)
9 (27, 0.06469841263142585)
10 (28, 0.05818132437933744)
11 (13, 0.05232669006419684)
12 (15, 0.04390576723937647)
13 (4, 0.036773411628748386)
14 (32, 0.02053741788970431)
15 (11, 0.0162971516296738)
16 (0, 0.01229361742998846)
17 (9, 0.010187014225906146)
18 (25, 0.01013848285509589)
19 (31, 0.009707101780670949)
20 (20, 0.008267174893944768)
21 (6, 0.006418751004816269)
22 (10, 0.006414429611390199)
23 (5, 0.006092456988491537)
24 (3, 0.006054364207571273)
25 (8, 0.005476252812188841)
26 (2, 0.005257681069476511)
27 (22, 0.005241364111170741)
28 (14, 0.005222557636446107)
29 (29, 0.00490717543924795)
30 (7, 0.004735970500578807)
31 (1, 0.004570593347768482)
32 (16, 0.004570593347768482)
33 (17, 0.004570593347768482)
